point_id,timestamp,latitude,longitude,true_speed_ms,true_dir_deg,wind_category,filename
93.0,2023-11-07T01:00,20.7368,71.3158,0.16,44,Low,SAR_p93.0_20231107T0100.tif
71.0,2024-11-25T01:00,20.5526,70.3684,0.14,60,Low,SAR_p71.0_20241125T0100.tif
75.0,2023-10-26T01:00,20.5526,71.3158,0.0,355,Low,SAR_p75.0_20231026T0100.tif
54.0,2023-09-20T01:00,20.3684,71.0789,0.46,251,Low,SAR_p54.0_20230920T0100.tif
202.0,2023-08-01T01:00,23.3158,68.4737,1.56,243,Medium,SAR_p202.0_20230801T0100.tif
71.0,2023-11-19T01:00,20.5526,70.3684,0.2,33,Low,SAR_p71.0_20231119T0100.tif
158.0,2024-04-16T01:00,21.8421,69.1842,0.32,349,Low,SAR_p158.0_20240416T0100.tif
194.0,2024-03-01T14:00,22.9474,68.2368,0.34,268,Low,SAR_p194.0_20240301T1400.tif
193.0,2024-10-01T01:00,22.9474,68.0,0.42,292,Low,SAR_p193.0_20241001T0100.tif
177.0,2024-10-25T01:00,22.5789,68.4737,0.22,338,Low,SAR_p177.0_20241025T0100.tif
169.0,2024-09-21T01:00,22.2105,72.5,0.06,260,Low,SAR_p169.0_20240921T0100.tif
162.0,2023-01-16T01:00,22.0263,68.4737,0.36,23,Low,SAR_p162.0_20230116T0100.tif
195.0,2023-04-24T14:00,22.9474,68.4737,0.52,297,Low,SAR_p195.0_20230424T1400.tif
78.0,2024-03-30T01:00,20.5526,72.0263,0.3,312,Low,SAR_p78.0_20240330T0100.tif
197.0,2023-04-22T01:00,23.1316,68.0,0.52,282,Low,SAR_p197.0_20230422T0100.tif
139.0,2023-08-20T01:00,21.4737,68.7105,1.08,285,Low,SAR_p139.0_20230820T0100.tif
122.0,2023-12-30T01:00,21.1053,69.8947,0.02,42,Low,SAR_p122.0_20231230T0100.tif
36.0,2024-01-25T01:00,20.1842,71.5526,0.66,41,Low,SAR_p36.0_20240125T0100.tif
87.0,2023-03-17T01:00,20.7368,69.4211,0.26,323,Low,SAR_p87.0_20230317T0100.tif
141.0,2024-11-30T01:00,21.4737,69.1842,0.4,45,Low,SAR_p141.0_20241130T0100.tif
48.0,2023-04-17T01:00,20.3684,69.6579,0.04,283,Low,SAR_p48.0_20230417T0100.tif
96.0,2023-07-29T01:00,20.7368,72.0263,1.46,250,Low,SAR_p96.0_20230729T0100.tif
201.0,2023-09-03T14:00,23.3158,68.2368,0.26,246,Low,SAR_p201.0_20230903T1400.tif
196.0,2023-09-27T14:00,22.9474,68.7105,0.28,284,Low,SAR_p196.0_20230927T1400.tif
197.0,2024-02-06T14:00,23.1316,68.0,0.08,284,Low,SAR_p197.0_20240206T1400.tif
95.0,2024-07-11T01:00,20.7368,71.7895,0.72,251,Low,SAR_p95.0_20240711T0100.tif
186.0,2023-12-08T14:00,22.7632,68.2368,0.2,342,Low,SAR_p186.0_20231208T1400.tif
122.0,2023-12-01T01:00,21.1053,69.8947,0.44,13,Low,SAR_p122.0_20231201T0100.tif
183.0,2023-10-19T01:00,22.5789,69.8947,0.0,10,Low,SAR_p183.0_20231019T0100.tif
199.0,2023-04-10T01:00,23.1316,68.4737,0.28,278,Low,SAR_p199.0_20230410T0100.tif
123.0,2024-06-17T01:00,21.1053,72.0263,0.36,235,Low,SAR_p123.0_20240617T0100.tif
59.0,2024-12-14T01:00,20.3684,72.2632,0.6,49,Low,SAR_p59.0_20241214T0100.tif
57.0,2023-01-11T01:00,20.3684,71.7895,0.3,13,Low,SAR_p57.0_20230111T0100.tif
198.0,2023-06-23T14:00,23.1316,68.2368,0.62,229,Low,SAR_p198.0_20230623T1400.tif
9.0,2023-05-23T01:00,20.0,69.8947,0.4,264,Low,SAR_p9.0_20230523T0100.tif
176.0,2024-12-12T01:00,22.5789,68.2368,0.76,26,Low,SAR_p176.0_20241212T0100.tif
16.0,2024-01-25T01:00,20.0,71.5526,0.76,38,Low,SAR_p16.0_20240125T0100.tif
8.0,2023-01-23T01:00,20.0,69.6579,0.78,2,Low,SAR_p8.0_20230123T0100.tif
163.0,2024-04-28T01:00,22.0263,68.7105,0.34,299,Low,SAR_p163.0_20240428T0100.tif
151.0,2024-04-28T01:00,21.6579,69.4211,0.3,317,Low,SAR_p151.0_20240428T0100.tif
181.0,2023-07-27T01:00,22.5789,69.4211,0.64,263,Low,SAR_p181.0_20230727T0100.tif
95.0,2024-03-01T01:00,20.7368,71.7895,0.18,258,Low,SAR_p95.0_20240301T0100.tif
130.0,2023-02-09T01:00,21.2895,68.9474,0.02,345,Low,SAR_p130.0_20230209T0100.tif
201.0,2024-12-14T14:00,23.3158,68.2368,0.36,36,Low,SAR_p201.0_20241214T1400.tif
65.0,2023-09-01T01:00,20.5526,68.9474,0.02,225,Low,SAR_p65.0_20230901T0100.tif
201.0,2024-10-25T01:00,23.3158,68.2368,0.28,330,Low,SAR_p201.0_20241025T0100.tif
59.0,2024-10-15T01:00,20.3684,72.2632,0.06,34,Low,SAR_p59.0_20241015T0100.tif
198.0,2024-07-21T01:00,23.1316,68.2368,0.32,328,Low,SAR_p198.0_20240721T0100.tif
92.0,2023-03-12T01:00,20.7368,70.6053,0.16,337,Low,SAR_p92.0_20230312T0100.tif
163.0,2023-04-10T01:00,22.0263,68.7105,0.3,300,Low,SAR_p163.0_20230410T0100.tif
60.0,2023-03-19T01:00,20.3684,72.5,0.06,285,Low,SAR_p60.0_20230319T0100.tif
59.0,2023-11-14T01:00,20.3684,72.2632,0.28,42,Low,SAR_p59.0_20231114T0100.tif
186.0,2024-02-04T01:00,22.7632,68.2368,0.12,242,Low,SAR_p186.0_20240204T0100.tif
56.0,2023-05-23T01:00,20.3684,71.5526,0.7,277,Low,SAR_p56.0_20230523T0100.tif
194.0,2024-10-01T01:00,22.9474,68.2368,0.42,293,Low,SAR_p194.0_20241001T0100.tif
115.0,2023-01-04T01:00,21.1053,68.2368,1.42,33,Low,SAR_p115.0_20230104T0100.tif
100.0,2023-05-16T01:00,20.9211,68.2368,1.1,247,Low,SAR_p100.0_20230516T0100.tif
71.0,2024-07-04T01:00,20.5526,70.3684,1.62,250,Medium,SAR_p71.0_20240704T0100.tif
123.0,2023-04-05T01:00,21.1053,72.0263,0.06,277,Low,SAR_p123.0_20230405T0100.tif
56.0,2023-10-21T01:00,20.3684,71.5526,0.28,17,Low,SAR_p56.0_20231021T0100.tif
144.0,2024-05-12T01:00,21.4737,72.5,0.08,245,Low,SAR_p144.0_20240512T0100.tif
130.0,2023-05-16T01:00,21.2895,68.9474,1.04,250,Low,SAR_p130.0_20230516T0100.tif
183.0,2024-01-11T01:00,22.5789,69.8947,0.3,40,Low,SAR_p183.0_20240111T0100.tif
15.0,2023-12-13T01:00,20.0,71.3158,0.26,38,Low,SAR_p15.0_20231213T0100.tif
123.0,2024-04-23T01:00,21.1053,72.0263,0.04,350,Low,SAR_p123.0_20240423T0100.tif
138.0,2023-01-28T01:00,21.4737,68.4737,1.12,31,Low,SAR_p138.0_20230128T0100.tif
75.0,2024-05-05T01:00,20.5526,71.3158,0.52,286,Low,SAR_p75.0_20240505T0100.tif
195.0,2023-09-03T14:00,22.9474,68.4737,0.22,248,Low,SAR_p195.0_20230903T1400.tif
120.0,2024-05-10T01:00,21.1053,69.4211,0.3,244,Low,SAR_p120.0_20240510T0100.tif
29.0,2024-06-10T01:00,20.1842,69.8947,0.54,305,Low,SAR_p29.0_20240610T0100.tif
180.0,2024-10-01T01:00,22.5789,69.1842,0.42,300,Low,SAR_p180.0_20241001T0100.tif
35.0,2024-12-07T01:00,20.1842,71.3158,0.22,15,Low,SAR_p35.0_20241207T0100.tif
182.0,2024-06-03T01:00,22.5789,69.6579,0.56,258,Low,SAR_p182.0_20240603T0100.tif
186.0,2024-05-22T01:00,22.7632,68.2368,0.64,282,Low,SAR_p186.0_20240522T0100.tif
170.0,2024-08-02T01:00,22.3947,68.0,1.72,244,Medium,SAR_p170.0_20240802T0100.tif
182.0,2023-01-16T01:00,22.5789,69.6579,0.24,26,Low,SAR_p182.0_20230116T0100.tif
70.0,2023-12-25T01:00,20.5526,70.1316,0.18,37,Low,SAR_p70.0_20231225T0100.tif
153.0,2023-12-18T01:00,21.8421,68.0,1.18,42,Low,SAR_p153.0_20231218T0100.tif
139.0,2023-12-30T01:00,21.4737,68.7105,0.2,36,Low,SAR_p139.0_20231230T0100.tif
203.0,2024-05-27T01:00,23.5,68.0,1.28,272,Low,SAR_p203.0_20240527T0100.tif
67.0,2023-12-06T01:00,20.5526,69.4211,0.86,33,Low,SAR_p67.0_20231206T0100.tif
29.0,2024-09-02T01:00,20.1842,69.8947,0.42,261,Low,SAR_p29.0_20240902T0100.tif
136.0,2024-09-19T01:00,21.4737,68.0,0.04,279,Low,SAR_p136.0_20240919T0100.tif
68.0,2023-12-30T01:00,20.5526,69.6579,0.0,356,Low,SAR_p68.0_20231230T0100.tif
37.0,2024-05-29T01:00,20.1842,71.7895,0.7,238,Low,SAR_p37.0_20240529T0100.tif
108.0,2024-06-22T01:00,20.9211,70.1316,0.56,269,Low,SAR_p108.0_20240622T0100.tif
102.0,2024-11-18T01:00,20.9211,68.7105,0.44,51,Low,SAR_p102.0_20241118T0100.tif
123.0,2024-01-01T01:00,21.1053,72.0263,0.16,18,Low,SAR_p123.0_20240101T0100.tif
62.0,2023-06-23T14:00,20.5526,68.2368,0.18,237,Low,SAR_p62.0_20230623T1400.tif
196.0,2023-07-03T01:00,22.9474,68.7105,0.16,252,Low,SAR_p196.0_20230703T0100.tif
121.0,2023-01-11T01:00,21.1053,69.6579,0.32,353,Low,SAR_p121.0_20230111T0100.tif
9.0,2024-07-04T01:00,20.0,69.8947,2.16,247,Medium,SAR_p9.0_20240704T0100.tif
139.0,2024-11-18T01:00,21.4737,68.7105,0.38,47,Low,SAR_p139.0_20241118T0100.tif
15.0,2023-05-23T01:00,20.0,71.3158,0.6,279,Low,SAR_p15.0_20230523T0100.tif
129.0,2023-04-22T01:00,21.2895,68.7105,0.64,294,Low,SAR_p129.0_20230422T0100.tif
128.0,2024-05-10T01:00,21.2895,68.4737,0.32,240,Low,SAR_p128.0_20240510T0100.tif
190.0,2023-10-19T01:00,22.7632,69.1842,0.04,23,Low,SAR_p190.0_20231019T0100.tif
153.0,2024-02-04T01:00,21.8421,68.0,0.0,273,Low,SAR_p153.0_20240204T0100.tif
181.0,2024-12-24T01:00,22.5789,69.4211,0.26,11,Low,SAR_p181.0_20241224T0100.tif
166.0,2024-10-01T01:00,22.2105,68.2368,0.4,302,Low,SAR_p166.0_20241001T0100.tif
111.0,2024-03-25T01:00,20.9211,72.0263,0.14,308,Low,SAR_p111.0_20240325T0100.tif
66.0,2023-10-19T01:00,20.5526,69.1842,0.38,5,Low,SAR_p66.0_20231019T0100.tif
68.0,2024-02-23T01:00,20.5526,69.6579,0.6,5,Low,SAR_p68.0_20240223T0100.tif
80.0,2024-01-01T01:00,20.5526,72.5,0.44,14,Low,SAR_p80.0_20240101T0100.tif
79.0,2024-12-14T01:00,20.5526,72.2632,0.64,47,Low,SAR_p79.0_20241214T0100.tif
122.0,2024-07-21T01:00,21.1053,69.8947,0.74,256,Low,SAR_p122.0_20240721T0100.tif
170.0,2023-09-25T01:00,22.3947,68.0,0.8,276,Low,SAR_p170.0_20230925T0100.tif
166.0,2024-06-27T01:00,22.2105,68.2368,0.34,293,Low,SAR_p166.0_20240627T0100.tif
72.0,2024-11-01T01:00,20.5526,70.6053,0.04,35,Low,SAR_p72.0_20241101T0100.tif
97.0,2024-10-27T01:00,20.7368,72.2632,0.12,316,Low,SAR_p97.0_20241027T0100.tif
43.0,2023-06-23T14:00,20.3684,68.4737,0.22,239,Low,SAR_p43.0_20230623T1400.tif
79.0,2023-06-23T01:00,20.5526,72.2632,0.54,239,Low,SAR_p79.0_20230623T0100.tif
155.0,2024-05-22T01:00,21.8421,68.4737,0.66,279,Low,SAR_p155.0_20240522T0100.tif
158.0,2023-05-04T01:00,21.8421,69.1842,0.06,293,Low,SAR_p158.0_20230504T0100.tif
163.0,2023-11-12T01:00,22.0263,68.7105,0.54,42,Low,SAR_p163.0_20231112T0100.tif
185.0,2023-02-09T01:00,22.7632,68.0,0.06,282,Low,SAR_p185.0_20230209T0100.tif
148.0,2024-01-23T01:00,21.6579,68.7105,0.4,347,Low,SAR_p148.0_20240123T0100.tif
178.0,2024-08-14T01:00,22.5789,68.7105,0.62,257,Low,SAR_p178.0_20240814T0100.tif
98.0,2024-04-30T01:00,20.7368,72.5,0.28,313,Low,SAR_p98.0_20240430T0100.tif
77.0,2024-02-06T01:00,20.5526,71.7895,0.0,337,Low,SAR_p77.0_20240206T0100.tif
38.0,2023-09-03T01:00,20.1842,72.0263,0.32,283,Low,SAR_p38.0_20230903T0100.tif
157.0,2024-02-04T01:00,21.8421,68.9474,0.0,297,Low,SAR_p157.0_20240204T0100.tif
18.0,2024-10-03T01:00,20.0,72.0263,0.12,288,Low,SAR_p18.0_20241003T0100.tif
101.0,2023-12-06T01:00,20.9211,68.4737,1.14,37,Low,SAR_p101.0_20231206T0100.tif
115.0,2023-06-23T14:00,21.1053,68.2368,0.2,215,Low,SAR_p115.0_20230623T1400.tif
202.0,2023-05-30T14:00,23.3158,68.4737,0.2,257,Low,SAR_p202.0_20230530T1400.tif
203.0,2023-04-24T14:00,23.5,68.0,0.46,286,Low,SAR_p203.0_20230424T1400.tif
106.0,2023-03-05T01:00,20.9211,69.6579,0.14,347,Low,SAR_p106.0_20230305T0100.tif
19.0,2024-03-25T01:00,20.0,72.2632,0.46,307,Low,SAR_p19.0_20240325T0100.tif
93.0,2023-04-29T01:00,20.7368,71.3158,0.32,256,Low,SAR_p93.0_20230429T0100.tif
196.0,2024-01-01T14:00,22.9474,68.7105,0.32,16,Low,SAR_p196.0_20240101T1400.tif
81.0,2024-05-10T01:00,20.7368,68.0,0.24,238,Low,SAR_p81.0_20240510T0100.tif
97.0,2024-12-14T01:00,20.7368,72.2632,0.66,48,Low,SAR_p97.0_20241214T0100.tif
132.0,2023-12-18T01:00,21.2895,69.4211,0.86,33,Low,SAR_p132.0_20231218T0100.tif
49.0,2023-07-22T01:00,20.3684,69.8947,1.5,273,Low,SAR_p49.0_20230722T0100.tif
166.0,2023-03-05T01:00,22.2105,68.2368,0.36,337,Low,SAR_p166.0_20230305T0100.tif
202.0,2023-03-29T01:00,23.3158,68.4737,0.28,284,Low,SAR_p202.0_20230329T0100.tif
54.0,2024-05-05T01:00,20.3684,71.0789,0.84,299,Low,SAR_p54.0_20240505T0100.tif
195.0,2023-08-08T01:00,22.9474,68.4737,1.8,237,Medium,SAR_p195.0_20230808T0100.tif
100.0,2023-07-27T01:00,20.9211,68.2368,1.76,255,Medium,SAR_p100.0_20230727T0100.tif
85.0,2023-02-09T01:00,20.7368,68.9474,0.12,345,Low,SAR_p85.0_20230209T0100.tif
160.0,2024-11-06T01:00,22.0263,68.0,0.38,9,Low,SAR_p160.0_20241106T0100.tif
57.0,2024-12-31T01:00,20.3684,71.7895,0.38,33,Low,SAR_p57.0_20241231T0100.tif
19.0,2024-03-01T01:00,20.0,72.2632,0.0,289,Low,SAR_p19.0_20240301T0100.tif
122.0,2023-08-08T01:00,21.1053,69.8947,1.76,241,Medium,SAR_p122.0_20230808T0100.tif
196.0,2024-11-18T01:00,22.9474,68.7105,0.06,25,Low,SAR_p196.0_20241118T0100.tif
73.0,2024-05-05T01:00,20.5526,70.8421,0.8,299,Low,SAR_p73.0_20240505T0100.tif
132.0,2024-04-16T01:00,21.2895,69.4211,0.36,354,Low,SAR_p132.0_20240416T0100.tif
35.0,2024-01-06T01:00,20.1842,71.3158,1.14,42,Low,SAR_p35.0_20240106T0100.tif
174.0,2023-01-28T01:00,22.3947,69.4211,0.58,39,Low,SAR_p174.0_20230128T0100.tif
187.0,2024-03-23T01:00,22.7632,68.4737,0.3,305,Low,SAR_p187.0_20240323T0100.tif
120.0,2024-06-15T01:00,21.1053,69.4211,0.4,230,Low,SAR_p120.0_20240615T0100.tif
37.0,2024-06-22T01:00,20.1842,71.7895,0.7,283,Low,SAR_p37.0_20240622T0100.tif
19.0,2024-09-21T01:00,20.0,72.2632,0.28,275,Low,SAR_p19.0_20240921T0100.tif
91.0,2023-01-11T01:00,20.7368,70.3684,0.14,344,Low,SAR_p91.0_20230111T0100.tif
190.0,2023-06-23T14:00,22.7632,69.1842,0.48,231,Low,SAR_p190.0_20230623T1400.tif
15.0,2023-02-28T01:00,20.0,71.3158,0.08,308,Low,SAR_p15.0_20230228T0100.tif
197.0,2024-01-11T01:00,23.1316,68.0,0.54,36,Low,SAR_p197.0_20240111T0100.tif
16.0,2024-12-26T01:00,20.0,71.5526,0.1,356,Low,SAR_p16.0_20241226T0100.tif
170.0,2024-02-28T01:00,22.3947,68.0,1.0,28,Low,SAR_p170.0_20240228T0100.tif
176.0,2023-07-15T01:00,22.5789,68.2368,1.1,264,Low,SAR_p176.0_20230715T0100.tif
84.0,2023-05-16T01:00,20.7368,68.7105,0.92,246,Low,SAR_p84.0_20230516T0100.tif
150.0,2024-06-15T01:00,21.6579,69.1842,0.54,224,Low,SAR_p150.0_20240615T0100.tif
78.0,2024-08-16T01:00,20.5526,72.0263,0.32,248,Low,SAR_p78.0_20240816T0100.tif
96.0,2024-11-08T01:00,20.7368,72.0263,0.1,72,Low,SAR_p96.0_20241108T0100.tif
201.0,2024-08-19T01:00,23.3158,68.2368,0.22,242,Low,SAR_p201.0_20240819T0100.tif
71.0,2023-09-20T01:00,20.5526,70.3684,0.44,253,Low,SAR_p71.0_20230920T0100.tif
148.0,2024-08-26T01:00,21.6579,68.7105,2.2,267,Medium,SAR_p148.0_20240826T0100.tif
183.0,2024-08-02T01:00,22.5789,69.8947,0.58,244,Low,SAR_p183.0_20240802T0100.tif
185.0,2024-04-28T01:00,22.7632,68.0,0.42,286,Low,SAR_p185.0_20240428T0100.tif
86.0,2024-10-25T01:00,20.7368,69.1842,0.18,1,Low,SAR_p86.0_20241025T0100.tif
110.0,2023-04-29T01:00,20.9211,71.7895,0.26,251,Low,SAR_p110.0_20230429T0100.tif
78.0,2023-04-12T01:00,20.5526,72.0263,0.26,325,Low,SAR_p78.0_20230412T0100.tif
129.0,2023-02-09T01:00,21.2895,68.7105,0.06,332,Low,SAR_p129.0_20230209T0100.tif
109.0,2024-01-30T01:00,20.9211,71.5526,0.02,11,Low,SAR_p109.0_20240130T0100.tif
37.0,2023-03-07T01:00,20.1842,71.7895,0.16,126,Low,SAR_p37.0_20230307T0100.tif
88.0,2023-05-28T01:00,20.7368,69.6579,0.82,263,Low,SAR_p88.0_20230528T0100.tif
88.0,2023-03-17T01:00,20.7368,69.6579,0.28,322,Low,SAR_p88.0_20230317T0100.tif
195.0,2024-06-03T01:00,22.9474,68.4737,0.5,257,Low,SAR_p195.0_20240603T0100.tif
114.0,2024-07-09T01:00,21.1053,68.0,0.24,261,Low,SAR_p114.0_20240709T0100.tif
150.0,2023-01-16T01:00,21.6579,69.1842,0.34,25,Low,SAR_p150.0_20230116T0100.tif
177.0,2024-09-19T01:00,22.5789,68.4737,0.1,279,Low,SAR_p177.0_20240919T0100.tif
8.0,2024-01-18T01:00,20.0,69.6579,0.38,351,Low,SAR_p8.0_20240118T0100.tif
114.0,2024-12-12T01:00,21.1053,68.0,1.04,31,Low,SAR_p114.0_20241212T0100.tif
123.0,2023-01-06T01:00,21.1053,72.0263,0.4,46,Low,SAR_p123.0_20230106T0100.tif
168.0,2023-01-04T01:00,22.2105,68.7105,0.9,27,Low,SAR_p168.0_20230104T0100.tif
67.0,2024-08-26T01:00,20.5526,69.4211,2.64,264,Medium,SAR_p67.0_20240826T0100.tif
96.0,2024-09-09T01:00,20.7368,72.0263,0.44,278,Low,SAR_p96.0_20240909T0100.tif
204.0,2024-12-26T14:00,23.5,68.2368,0.34,1,Low,SAR_p204.0_20241226T1400.tif
70.0,2024-09-26T01:00,20.5526,70.1316,0.5,304,Low,SAR_p70.0_20240926T0100.tif
69.0,2024-05-05T01:00,20.5526,69.8947,0.68,307,Low,SAR_p69.0_20240505T0100.tif
104.0,2023-01-28T01:00,20.9211,69.1842,0.58,37,Low,SAR_p104.0_20230128T0100.tif
106.0,2024-01-18T01:00,20.9211,69.6579,0.38,356,Low,SAR_p106.0_20240118T0100.tif
184.0,2023-09-13T01:00,22.5789,70.1316,0.58,246,Low,SAR_p184.0_20230913T0100.tif
149.0,2023-11-12T01:00,21.6579,68.9474,0.52,44,Low,SAR_p149.0_20231112T0100.tif
121.0,2023-06-16T01:00,21.1053,69.6579,4.8,227,High,SAR_p121.0_20230616T0100.tif
8.0,2024-07-16T01:00,20.0,69.6579,0.36,280,Low,SAR_p8.0_20240716T0100.tif
14.0,2024-02-23T01:00,20.0,71.0789,0.32,356,Low,SAR_p14.0_20240223T0100.tif
182.0,2023-12-06T01:00,22.5789,69.6579,0.5,39,Low,SAR_p182.0_20231206T0100.tif
67.0,2024-04-16T01:00,20.5526,69.4211,0.62,1,Low,SAR_p67.0_20240416T0100.tif
175.0,2024-02-16T01:00,22.5789,68.0,0.68,23,Low,SAR_p175.0_20240216T0100.tif
180.0,2024-03-23T01:00,22.5789,69.1842,0.14,290,Low,SAR_p180.0_20240323T0100.tif
28.0,2024-03-30T01:00,20.1842,69.6579,0.5,310,Low,SAR_p28.0_20240330T0100.tif
195.0,2024-02-06T14:00,22.9474,68.4737,0.1,283,Low,SAR_p195.0_20240206T1400.tif
71.0,2023-10-14T01:00,20.5526,70.3684,0.28,322,Low,SAR_p71.0_20231014T0100.tif
203.0,2023-03-07T14:00,23.5,68.0,0.18,253,Low,SAR_p203.0_20230307T1400.tif
126.0,2023-02-09T01:00,21.2895,68.0,0.02,308,Low,SAR_p126.0_20230209T0100.tif
71.0,2023-04-29T01:00,20.5526,70.3684,0.34,237,Low,SAR_p71.0_20230429T0100.tif
79.0,2023-05-06T01:00,20.5526,72.2632,0.24,270,Low,SAR_p79.0_20230506T0100.tif
204.0,2023-04-15T01:00,23.5,68.2368,0.54,260,Low,SAR_p204.0_20230415T0100.tif
168.0,2024-01-11T01:00,22.2105,68.7105,0.46,40,Low,SAR_p168.0_20240111T0100.tif
193.0,2024-09-21T14:00,22.9474,68.0,0.28,253,Low,SAR_p193.0_20240921T1400.tif
50.0,2023-09-08T01:00,20.3684,70.1316,1.3,285,Low,SAR_p50.0_20230908T0100.tif
34.0,2023-09-08T01:00,20.1842,71.0789,1.44,283,Low,SAR_p34.0_20230908T0100.tif
